X0O1X2O3X4O5X6;X,O,X,O,X,O,X,,;winX;7
X0O1X2O3X4O5X7O6X8;X,O,X,O,X,O,O,X,X;winX;9
O8X7O6X5O4X2O1X0O3;X,O,X,O,O,X,O,X,O;draw;9
O8X7O6X5O4X2O3X0O1;X,O,X,O,O,X,O,X,O;draw;9
O8X7O6X5O4X2O1X3O0;O,O,X,X,O,X,O,X,O;winO;9
O8X7O6X5O4X3O2;,,O,X,O,X,O,X,O;winO;7
